Product Name,HSN Code,Old ERP Code / Existing Series,Item Categories (SKU),Product Description,Brand,"Country of Origin

","Model/Part Number

","Unit Price

",Currency,"Category


",Sub-Category,"Item Type

",Unit of Measure,Stock Quantity,MoQ,Reorder Level,Lead Time (Days)
100 WATT BULB,9954,2958,Laptops & Computting,100 Watt Bulb used in industrial plant operations. Category: General.,Standard,India,GEN-S26U,6954.84,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,103,10,21,16
GI MEASURING CAN 10L,9954,2959,Store & Consumables,Gi Measuring Can 10L used in industrial plant operations. Category: General.,Standard,India,GEN-6X2W,38600.65,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,270,50,54,18
GI MEASURING CAN 5L,9954,2960,Raw Material,Gi Measuring Can 5L used in industrial plant operations. Category: General.,Standard,India,GEN-MTMW,41357.29,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,251,2,50,19
BRAKE DRUM FRAME,9954,2961,Heavy Duty Valves,Brake Drum Frame used in industrial plant operations. Category: General.,Standard,India,GEN-GZFT,30972.28,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,397,10,79,16
HOIST COVER,9954,2962,CNC Machined Parts,Hoist Cover used in industrial plant operations. Category: General.,Generic,India,GEN-1L9L,1290.98,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,336,5,67,19
ELECTRICAL BOX,9954,2963,Raw Material - Steel,Electrical Box used in industrial plant operations. Category: General.,OEM,India,GEN-EERJ,42851.09,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,401,50,80,22
SS PLATE 8 X1/2X2MTR,9954,2964,Laptops & Computting,Ss Plate 8 X1/2X2Mtr used in industrial plant operations. Category: Construction.,Tata Steel,India,CON-UP0B,78455.45,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,439,1,88,22
SS BAR 2 X3/4 X6MTR,9954,2965,Store & Consumables,Ss Bar 2 X3/4 X6Mtr used in industrial plant operations. Category: Construction.,Tata Steel,India,CON-PF7Y,175992.14,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,108,25,25,19
SS BAR 1/2 X1/2 X 3MTR,9954,2966,Raw Material,Ss Bar 1/2 X1/2 X 3Mtr used in industrial plant operations. Category: Construction.,SAIL,India,CON-2TWY,113546.75,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Nos,486,2,97,17
MOTOR WITH FLANGE,9954,2967,Heavy Duty Valves,Motor With Flange used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-VQL6,30770.21,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,247,1,49,21
PVC MOTOR FAN,9954,2968,CNC Machined Parts,Pvc Motor Fan used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-7AQ4,91689.74,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,217,25,43,18
LIGHTING ARRESTER,9954,2969,Raw Material - Steel,Lighting Arrester used in industrial plant operations. Category: Electrical.,ABB,India,ELE-B0WZ,99797.3,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,355,2,71,19
COPPER FLEXIBLE CABLE 4 SQMM 1 CORE,9954,2970,Laptops & Computting,Copper Flexible Cable 4 Sqmm 1 Core used in industrial plant operations. Category: Electrical.,Havells,India,ELE-ZXZD,53947.12,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,240,1,48,20
COPPER FLEXIBLE CABLE 6 SQMM 1 CORE,9954,2971,Store & Consumables,Copper Flexible Cable 6 Sqmm 1 Core used in industrial plant operations. Category: Electrical.,L&T,India,ELE-GW3Q,498.37,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,320,25,64,16
AMMC METER 230V AC,9954,2972,Raw Material,Ammc Meter 230V Ac used in industrial plant operations. Category: Electrical.,Havells,India,ELE-H71K,117995.18,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,367,2,73,26
CIRCUIT BREAKER 50/60 Hzs,9954,2973,Heavy Duty Valves,Circuit Breaker 50/60 Hzs used in industrial plant operations. Category: General.,Generic,India,GEN-RUQT,46385.67,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,334,10,67,20
HOIST REMOTE,9954,2974,CNC Machined Parts,Hoist Remote used in industrial plant operations. Category: General.,Local,India,GEN-YZMX,29078.94,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,62,10,12,20
SENSOR,9954,2975,Raw Material - Steel,Sensor used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-J27Y,135207.63,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,178,1,36,17
FN 400 AMP TPN,9954,2976,Laptops & Computting,Fn 400 Amp Tpn used in industrial plant operations. Category: General.,Standard,India,GEN-2DBW,7972.58,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,162,1,32,17
LED FLOOD LIGHT 200WATT,9954,2977,Store & Consumables,Led Flood Light 200Watt used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-GTUT,134758.48,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,242,2,48,20
LED FLOOD LIGHT 100WATT,9954,2978,Raw Material,Led Flood Light 100Watt used in industrial plant operations. Category: Electrical.,ABB,India,ELE-TWQF,130543.79,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,436,5,87,27
LED FLOOD LIGHT 100WATT YELLOW,9954,2979,Heavy Duty Valves,Led Flood Light 100Watt Yellow used in industrial plant operations. Category: Electrical.,L&T,India,ELE-M8YA,22266.31,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,497,25,99,16
COPPER BUSS TUBE (A PPROX.3 MTR),9954,2980,CNC Machined Parts,Copper Buss Tube (A Pprox.3 Mtr) used in industrial plant operations. Category: Safety.,Allen Cooper,India,SAF-XDQA,2820.62,INR (₹),Construction Material,Building Hardware,Stock Item,Set,378,25,76,21
LED LAMP 9W,9954,2981,Raw Material - Steel,Led Lamp 9W used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-5FSP,2530.29,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,281,2,56,27
LED TUBE LIGHT 20WATT,9954,2982,Laptops & Computting,Led Tube Light 20Watt used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-JEB1,26449.49,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,109,50,50,28
DIAPHAGRM VALVE O RING,9954,2983,Store & Consumables,Diaphagrm Valve O Ring used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-KH3N,48856.96,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,181,25,36,24
EARTH TESTER,9954,2984,Raw Material,Earth Tester used in industrial plant operations. Category: General.,Standard,India,GEN-6CA1,40563.22,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,83,5,17,12
HT BOLT 200 X12MM,9954,2985,Heavy Duty Valves,Ht Bolt 200 X12Mm used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-5HWV,70415.22,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,499,2,100,21
HT BOLT 200 X16MM,9954,2986,CNC Machined Parts,Ht Bolt 200 X16Mm used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-JG6V,30439.67,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,137,25,27,20
CAPASITOR 33 MFD,9954,2987,Raw Material - Steel,Capasitor 33 Mfd used in industrial plant operations. Category: General.,Standard,India,GEN-A7KN,6821.29,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,167,1,33,15
CAPASITOR 42 MFD,9954,2988,Laptops & Computting,Capasitor 42 Mfd used in industrial plant operations. Category: General.,Local,India,GEN-H1J1,35055.63,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,414,5,83,22
IGNATOR,9954,2989,Store & Consumables,Ignator used in industrial plant operations. Category: General.,Local,India,GEN-Z954,13744.47,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,289,2,58,11
TRANSFORMER LOOSE PARTS,9954,2990,Raw Material,Transformer Loose Parts used in industrial plant operations. Category: Electrical.,Havells,India,ELE-5V9J,55541.91,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,220,2,44,17
CABLE TROLLEY WHEEL,9954,2991,Heavy Duty Valves,Cable Trolley Wheel used in industrial plant operations. Category: Electrical.,ABB,India,ELE-HBPR,116364.33,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,155,25,31,15
ELECTRICAL CONNECTION BOX,9954,2992,CNC Machined Parts,Electrical Connection Box used in industrial plant operations. Category: General.,OEM,India,GEN-NL38,42794.91,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,473,2,95,12
ELECTRICAL CONNECTION BOX,9954,2993,Raw Material - Steel,Electrical Connection Box used in industrial plant operations. Category: General.,Generic,India,GEN-8GTG,48070.05,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,327,2,65,10
ALUMINIUM PAINT,9954,2994,Laptops & Computting,Aluminium Paint used in industrial plant operations. Category: Construction.,JSW,India,CON-QCR7,116889.67,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,106,5,21,16
BELCHA,9954,2995,Store & Consumables,Belcha used in industrial plant operations. Category: General.,OEM,India,GEN-V120,12547.83,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,394,25,79,21
CONTACTOR MNX45 3P 240VOLT,9954,2996,Raw Material,Contactor Mnx45 3P 240Volt used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-5PT0,67750.78,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,200,10,40,14
ABB CONTACTOR 3P 240V,9954,2997,Heavy Duty Valves,Abb Contactor 3P 240V used in industrial plant operations. Category: Electrical.,Havells,India,ELE-EJFT,130066.65,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,468,25,94,27
CONTACTOR MNX18 3P 240VOLT,9954,2998,CNC Machined Parts,Contactor Mnx18 3P 240Volt used in industrial plant operations. Category: Electrical.,ABB,India,ELE-DGTG,114712.49,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,89,2,18,20
CONTACTOR MM00AC 4P 240V,9954,2999,Raw Material - Steel,Contactor Mm00Ac 4P 240V used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-A6KB,146837.53,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,486,10,97,16
CONTACTOR 3TF33 110V,9954,3000,Laptops & Computting,Contactor 3Tf33 110V used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-W1C2,111230.45,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,446,1,89,27
CONTACTOR SNIDER LC1 E09.01 36 VOLT,9954,3001,Store & Consumables,Contactor Snider Lc1 E09.01 36 Volt used in industrial plant operations. Category: Electrical.,Havells,India,ELE-0VHE,30777.96,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,174,2,35,28
ON DELAY TIMER,9954,3002,Raw Material,On Delay Timer used in industrial plant operations. Category: General.,Standard,India,GEN-EWUX,41674.6,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,162,2,32,21
OFF DELAY TIMER,9954,3003,Heavy Duty Valves,Off Delay Timer used in industrial plant operations. Category: General.,OEM,India,GEN-LAX0,7736.32,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,103,2,21,15
CONTACTOR 3TF47 110V,9954,3004,CNC Machined Parts,Contactor 3Tf47 110V used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-HVSQ,91372.95,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,328,5,66,22
CONTACTOR 3TF48 230V,9954,3005,Raw Material - Steel,Contactor 3Tf48 230V used in industrial plant operations. Category: Electrical.,L&T,India,ELE-P7V9,116562.83,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,342,5,68,20
CONTACTOR 3TF34 230V,9954,3006,Laptops & Computting,Contactor 3Tf34 230V used in industrial plant operations. Category: Electrical.,L&T,India,ELE-EASN,94266.54,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,239,25,48,20
CONTACTOR 3TF34 110V,9954,3007,Store & Consumables,Contactor 3Tf34 110V used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-DTV9,23109.69,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,444,1,89,18
CONTACTOR MK4 3P 110V,9954,3008,Raw Material,Contactor Mk4 3P 110V used in industrial plant operations. Category: Electrical.,ABB,India,ELE-3LJ0,47834.55,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,346,2,69,21
FUSE LINK HN HRC 125 AMP (SIZE-00),9954,3009,Heavy Duty Valves,Fuse Link Hn Hrc 125 Amp (Size-00) used in industrial plant operations. Category: General.,Local,India,GEN-4DBS,9983.17,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,47,10,10,15
25 AMP DIODE,9954,3010,CNC Machined Parts,25 Amp Diode used in industrial plant operations. Category: General.,Generic,India,GEN-HCVY,48306.71,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,365,5,73,23
OVER LOAD RELAY MN2 (3-5 AMP),9954,3011,Raw Material - Steel,Over Load Relay Mn2 (3-5 Amp) used in industrial plant operations. Category: Electrical.,L&T,India,ELE-1V0W,77442.33,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,117,10,23,14
OVER LOAD RELAY MN5 (20-33 AMP),9954,3012,Laptops & Computting,Over Load Relay Mn5 (20-33 Amp) used in industrial plant operations. Category: Electrical.,ABB,India,ELE-LGK9,41404.24,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,156,25,31,23
OVER LOAD RELAY MN5 (30-50 AMP),9954,3013,Store & Consumables,Over Load Relay Mn5 (30-50 Amp) used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-2SA1,80274.86,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,406,2,81,19
OVER LOAD RELAY MN2 (20-33 AMP),9954,3014,Raw Material,Over Load Relay Mn2 (20-33 Amp) used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-76ZR,48338.64,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,412,10,82,24
CONTACTOR MNX25 240VOLT,9954,3015,Heavy Duty Valves,Contactor Mnx25 240Volt used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-9Z59,13656.3,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,346,2,69,27
OVER LOAD RELAY MN2 (6-10 AMP),9954,3016,CNC Machined Parts,Over Load Relay Mn2 (6-10 Amp) used in industrial plant operations. Category: Electrical.,L&T,India,ELE-WCMG,38517.82,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,295,5,59,22
SELECTOR VOLT METER 4P 6AMP,9954,3017,Raw Material - Steel,Selector Volt Meter 4P 6Amp used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-MUC1,14496.34,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,143,5,29,25
OVER LOAD RELAY MN2 (14-23 AMP),9954,3018,Laptops & Computting,Over Load Relay Mn2 (14-23 Amp) used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-XYJY,138289.46,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,341,10,68,27
OVER LOAD RELAY MN2 (9-15 AMP),9954,3019,Store & Consumables,Over Load Relay Mn2 (9-15 Amp) used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-AKV6,120213.68,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,173,5,35,15
SIEMENSE B1 METAL REALY 6.3-10,9954,3020,Raw Material,Siemense B1 Metal Realy 6.3-10 used in industrial plant operations. Category: General.,Local,India,GEN-99J7,35649.79,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,101,1,20,22
SIEMENSE B1 METAL REALY 8-12,9954,3021,Heavy Duty Valves,Siemense B1 Metal Realy 8-12 used in industrial plant operations. Category: General.,Generic,India,GEN-ZWPF,47000.63,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,30,2,6,18
SIEMENSE B1 METAL REALY 5-8,9954,3022,CNC Machined Parts,Siemense B1 Metal Realy 5-8 used in industrial plant operations. Category: General.,Local,India,GEN-7UP8,31491.43,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,390,1,78,20
AUXILARY CONTACT BLOCK 3TF46 1NO-1NC,9954,3023,Raw Material - Steel,Auxilary Contact Block 3Tf46 1No-1Nc used in industrial plant operations. Category: General.,Standard,India,GEN-UAPF,34951.16,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,471,10,94,14
SELECTOR AMP METER SWITCH 4P 6AMP,9954,3024,Laptops & Computting,Selector Amp Meter Switch 4P 6Amp used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-QW50,51513.36,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,77,2,15,14
OVER LOAD RELAY MNX R4 (30-50 AMP),9954,3025,Store & Consumables,Over Load Relay Mnx R4 (30-50 Amp) used in industrial plant operations. Category: Electrical.,ABB,India,ELE-WRJA,136200.88,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,400,10,80,21
AUXILARY CONTACT BLOCK 3TF 3/3 TH3,9954,3026,Raw Material,Auxilary Contact Block 3Tf 3/3 Th3 used in industrial plant operations. Category: General.,Generic,India,GEN-T8U9,2319.49,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,31,50,50,21
AUXILARY CONTACT BLOCK 3TF 3/3 TH3 WITH NC,9954,3027,Heavy Duty Valves,Auxilary Contact Block 3Tf 3/3 Th3 With Nc used in industrial plant operations. Category: General.,Generic,India,GEN-WWU0,34699.23,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,453,2,91,11
SOLENOID BRAKE COIL,9954,3028,CNC Machined Parts,Solenoid Brake Coil used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-G5EP,15218.94,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,285,5,57,22
BOSCH ARMATURE COIL,9954,3029,Raw Material - Steel,Bosch Armature Coil used in industrial plant operations. Category: Electrical.,Havells,India,ELE-VM3J,98789.31,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,314,50,63,20
CONTACTOR 3TF30 230V,9954,3030,Laptops & Computting,Contactor 3Tf30 230V used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-LRZ9,22181.66,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,125,25,25,28
ADD ON BLOCK MN-A1 2NO-2NC,9954,3031,Store & Consumables,Add On Block Mn-A1 2No-2Nc used in industrial plant operations. Category: General.,Standard,India,GEN-ZS8N,14070.09,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,381,50,76,22
AUXILARY CONTACTOR ADD ON BLOCK 1 NO-1NC,9954,3032,Raw Material,Auxilary Contactor Add On Block 1 No-1Nc used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-5ZZE,96157.75,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,50,10,10,26
SOLDERING WIRE 16 SWG,9954,3033,Heavy Duty Valves,Soldering Wire 16 Swg used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-K13V,109433.36,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,225,10,45,26
MULTISPAN AMP METER 5 TO 4000/5,9954,3034,CNC Machined Parts,Multispan Amp Meter 5 To 4000/5 used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-9EPJ,105527.83,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,482,1,96,19
DIGITAL PANEL VOLT METER,9954,3035,Raw Material - Steel,Digital Panel Volt Meter used in industrial plant operations. Category: Electrical.,ABB,India,ELE-9EP1,45320.79,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,201,10,40,27
ROTEX SOLONOID COIL 240 VOLT,9954,3036,Laptops & Computting,Rotex Solonoid Coil 240 Volt used in industrial plant operations. Category: Electrical.,L&T,India,ELE-6A6T,7453.12,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,211,2,42,14
SPARE COIL ML0/1/1.5 CONTACTOR 110V,9954,3037,Store & Consumables,Spare Coil Ml0/1/1.5 Contactor 110V used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-PQAB,109693.92,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,341,50,68,20
SPARE COIL ML 2-3 110V,9954,3038,Raw Material,Spare Coil Ml 2-3 110V used in industrial plant operations. Category: Electrical.,Havells,India,ELE-4XVA,32610.07,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,313,1,63,16
ADD ON BLOCK MNXA2 1NO-1NC,9954,3039,Heavy Duty Valves,Add On Block Mnxa2 1No-1Nc used in industrial plant operations. Category: General.,Generic,India,GEN-3JAN,1360.61,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,183,2,37,21
ON DELAY TIMER BLOCK FOR CRANE,9954,3040,CNC Machined Parts,On Delay Timer Block For Crane used in industrial plant operations. Category: General.,OEM,India,GEN-2RNR,29953.3,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,449,1,90,19
LIMIT SWITCH 1 NO-1NC,9954,3041,Raw Material - Steel,Limit Switch 1 No-1Nc used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-48BX,80110.23,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,78,10,16,19
TAP CHANGER COUNTER METER,9954,3042,Laptops & Computting,Tap Changer Counter Meter used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-87YJ,41148.48,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,32,5,6,18
CONTACTOR COIL MN4 110V,9954,3043,Store & Consumables,Contactor Coil Mn4 110V used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-UWZ7,33924.33,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,73,25,25,14
TRANSFORMER 440/110 35VA,9954,3044,Raw Material,Transformer 440/110 35Va used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-V0WM,52688.57,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,155,5,31,26
LOAD CELL -1350KG,9954,3045,Heavy Duty Valves,Load Cell -1350Kg used in industrial plant operations. Category: General.,Local,India,GEN-PP5W,34354.27,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,73,10,15,19
LOAD CELL -1000KG,9954,3046,CNC Machined Parts,Load Cell -1000Kg used in industrial plant operations. Category: General.,Standard,India,GEN-BZNH,40618.56,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,425,10,85,23
ADOPTER KIT RELAY MN2,9954,3047,Raw Material - Steel,Adopter Kit Relay Mn2 used in industrial plant operations. Category: Electrical.,ABB,India,ELE-LQRL,129581.17,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,397,10,79,28
SPARE COIL ML 2-3 220V,9954,3048,Laptops & Computting,Spare Coil Ml 2-3 220V used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-AG3C,75694.39,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,46,5,9,17
TRIP COIL 24 VOLT DC,9954,3049,Store & Consumables,Trip Coil 24 Volt Dc used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-ARZX,13706.89,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,424,1,85,19
LOAD CELL CALIBRATION METER,9954,3050,Raw Material,Load Cell Calibration Meter used in industrial plant operations. Category: Service.,Vendor,India,SVC-BTVN,9372.52,INR (₹),Construction Material,Building Hardware,Service,Nos,0,1,1,2
CLOSE COIL 24 VOLT DC,9954,3051,Heavy Duty Valves,Close Coil 24 Volt Dc used in industrial plant operations. Category: Electrical.,ABB,India,ELE-JMRK,106506.35,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,384,50,77,19
RELAY CARD 24V DC,9954,3052,CNC Machined Parts,Relay Card 24V Dc used in industrial plant operations. Category: Electrical.,ABB,India,ELE-D3Z9,70237.23,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,173,50,50,21
AUXILARY CONTACTOR NO-NC BLOCK,9954,3053,Raw Material - Steel,Auxilary Contactor No-Nc Block used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-V117,95656.31,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,232,50,50,28
SPARE COIL MK1 CONTACTOR,9954,3054,Laptops & Computting,Spare Coil Mk1 Contactor used in industrial plant operations. Category: Electrical.,Havells,India,ELE-4PHM,132799.17,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,109,5,22,25
SOLONOID OPERATING COIL,9954,3055,Store & Consumables,Solonoid Operating Coil used in industrial plant operations. Category: Electrical.,L&T,India,ELE-SXVP,143235.87,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,361,10,72,14
COUNTER METER 90-270V AC/DC,9954,3056,Raw Material,Counter Meter 90-270V Ac/Dc used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-GJ1S,71212.36,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,287,5,57,17
MOTOR TERMINAL PLATES 5-15 H.P,9954,3057,Heavy Duty Valves,Motor Terminal Plates 5-15 H.P used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-AXVF,90599.8,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,260,2,52,17
MOTOR TERMINAL PLATES 2-40 H.P,9954,3058,CNC Machined Parts,Motor Terminal Plates 2-40 H.P used in industrial plant operations. Category: Electrical.,ABB,India,ELE-4E0Z,32062.67,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,117,25,25,27
MOTOR TERMINAL PLATES 1-5 H.P,9954,3059,Raw Material - Steel,Motor Terminal Plates 1-5 H.P used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-KB57,48459.57,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,427,10,85,28
33 KV RUBBER HAND GLOVES,9954,3060,Laptops & Computting,33 Kv Rubber Hand Gloves used in industrial plant operations. Category: Construction.,JSW,India,CON-N5YJ,88139.56,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,328,50,66,12
COTTON TAPE,9954,3061,Store & Consumables,Cotton Tape used in industrial plant operations. Category: General.,OEM,India,GEN-05YB,12067.26,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,21,25,25,11
TAP POSSITION INDICATOR DISPLAY METER,9954,3062,Raw Material,Tap Possition Indicator Display Meter used in industrial plant operations. Category: Electrical.,Havells,India,ELE-ZAQG,114219.58,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,274,5,55,18
SMPS 240V/40V DC,9954,3063,Heavy Duty Valves,Smps 240V/40V Dc used in industrial plant operations. Category: Electrical.,ABB,India,ELE-HLYW,78885.63,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,419,50,84,21
AUTO CUT SWITCH,9954,3064,CNC Machined Parts,Auto Cut Switch used in industrial plant operations. Category: Electrical.,Havells,India,ELE-35MK,51446.06,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,39,10,10,19
HOLE SAW CUTTER 19.05MM,9954,3065,Raw Material - Steel,Hole Saw Cutter 19.05Mm used in industrial plant operations. Category: General.,Standard,India,GEN-VWCU,11212.63,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,11,50,50,23
HOLE SAW CUTTER 15.87MM,9954,3066,Laptops & Computting,Hole Saw Cutter 15.87Mm used in industrial plant operations. Category: General.,Standard,India,GEN-29HF,38718.15,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,330,50,66,22
HOLE SAW CUTTER 22.22MM,9954,3067,Store & Consumables,Hole Saw Cutter 22.22Mm used in industrial plant operations. Category: General.,OEM,India,GEN-7SRH,46973.83,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,463,50,93,18
MEGGER 5000 VOLT,9954,3068,Raw Material,Megger 5000 Volt used in industrial plant operations. Category: General.,Generic,India,GEN-8PLS,46290.55,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,11,2,2,18
